   444234.265477076       0.000000000000000E+000
   444109.443856071        10466.0428932318     
   443735.046586634        20926.2041768834     
   443111.276417885        31374.6051859048     
   442238.471171014        41805.3731435551     
   441117.103598245        52212.6441038009     
   439747.781185346        62590.5658916040     
   438131.245897641        72933.3010403880     
   436268.373869480        83235.0297259675     
   434160.175037105        93489.9526962177     
   431807.792714832        103692.294195752     
   429212.503114477        113836.304884867     
   426375.714807934        123916.264752005     
   423298.968132799        133926.486018960     
   419983.934540947        143861.316038068     
   416432.415889929        153715.140180562     
   412646.343677090        163482.384715303     
   408627.778216266        173157.519677056     
   404378.907756934        182735.061723454     
   399902.047545696        192209.576979797     
   395199.638829934        201575.683870794     
   390274.247803528        210828.055938339     
   385128.564494481        219961.424644399     
   379765.401594331        228970.582158039     
   374187.693229200        237850.384125629     
   368398.493672375        246595.752423209     
   362400.975998282        255201.677889990     
   356198.430677747        263663.223041930     
   349794.264114433        271975.524764298     
   343191.997122367        280133.796982113     
   336395.263344466        288133.333307314     
   329407.807611999        295969.509661493     
   322233.484244932        303637.786872976     
   314876.255293116        311133.713247045     
   307340.188718315        318452.927108007     
   299629.456517066        325591.159311854     
   291748.332784412        332544.235728163     
   283701.191718563        339308.079689901     
   275492.505566560        345878.714409750     
   267126.842511060        352252.265361540     
   258608.864498396        358424.962625352     
   249943.325008068        364393.143194827     
   241135.066763906        370153.253245172     
   232189.019387132        375701.850360358     
   223110.196991631        381035.605717945     
   213903.695721761        386151.306229967     
   204574.691233075        391045.856638277     
   195128.436116383        395716.281562726     
   185570.257265637        400159.727500533     
   175905.553190148        404373.464775185     
   166139.791271718        408354.889433172     
   156278.504967325        412101.525086873     
   146327.290958038        415611.024701855     
   136291.806244912        418881.172326869     
   126177.765192675        421909.884764799     
   115990.936522058        424695.213182801     
   105737.140251728        427235.344659893     
   95422.2445907868        429528.603670204     
   85052.1627829295        431573.453500143     
   74632.8499033774        433368.497597698     
   64170.2996097914        434912.480852125     
   53670.5408484407        436204.290802239     
   43139.6345169697        437242.958771588     
   32583.6700851812        438027.660928746     
   22008.7621753284        438557.719271026     
   11421.0471034820        438832.602529881     
   826.679383614957        438851.926996331     
  -9768.17180387757        438615.457264750     
  -20357.3261774274        438123.106893370     
  -30934.5959514419        437374.938979923     
  -41493.7894634050        436371.166650838     
  -52028.7148289034        435112.153462481     
  -62533.1836224838        433598.413712938     
  -73001.0145821602        431830.612662929     
  -83426.0373353247        429809.566664444     
  -93802.0961437356        427536.243195778     
  -104123.053665187        425011.760801691     
  -114382.794729389        422237.388937479     
  -124575.230125523        419214.547715800     
  -134694.300398858        415944.807555198     
  -144733.979653765        412429.888729287     
  -154688.279360375        408671.660815698     
  -164551.252162091        404672.142043918     
  -174316.995681097        400433.498541265     
  -183979.656318922        395958.043476329     
  -193533.433049122        391248.236099272     
  -202972.581199020        386306.680678515     
  -212291.416217463        381136.125333412     
  -221484.317425459        375739.460762615     
  -230545.731746543        370119.718867932     
  -239470.177413691        364280.071273618     
  -248252.247649537        358223.827741097     
  -256886.614316642        351954.434479274     
  -265368.031534555        345475.472350673     
  -273691.339260340        338790.654973780     
  -281851.466829272        331903.826722074     
  -289843.436452378        324818.960620342     
  -297662.366667486        317540.156139021     
  -305303.475740465        310071.636887403     
  -312762.085013317        302417.748206686     
  -320033.622195829        294582.954663960     
  -327113.624597464        286571.837448356     
  -333997.742296234        278389.091670705     
  -340681.741241301        270039.523568178     
  -347161.506286080        261528.047615508     
  -353433.044148682        252859.683544505     
  -359492.486296544        244039.553273727     
  -365336.091752173        235072.877750260     
  -370960.249816968        225964.973705695     
  -376361.482710142        216721.250328521     
  -381536.448119850        207347.205855246     
  -386481.941663674        197848.424082685     
  -391194.899255715        188230.570803979     
  -395672.399377610        178499.390170982     
  -399911.665250880        168660.700985803     
  -403910.066908111        158720.392924362     
  -407665.123160560        148684.422694923     
  -411174.503459880        138558.810134675     
  -414436.029651770        128349.634247502     
  -417447.677619444        118063.029186197     
  -420207.578814956        107705.180182422     
  -422714.021676504        97282.3194278200     
  -424965.452929980        86800.7219097545     
  -426960.478773138        76266.7012051924     
  -428697.865940886        65686.6052363426     
  -430176.542650337        55066.8119916928     
  -431395.599424387        44413.7252161462     
  -432354.289792701        33733.7700740010     
  -433052.030869156        23033.3887885549     
  -433488.403804889        12319.0362621451     
  -433663.154116269        1597.17568046403     
  -433576.191887215       -9125.72589499378     
  -433227.591845442       -19843.2019424836     
  -432617.593312362       -30548.7908996834     
  -431746.600026459       -41236.0405836118     
  -430615.179840162       -51898.5126069182     
  -429224.064290300       -62529.7867866861     
  -427574.148042426       -73123.4655419061     
  -425666.488209373       -83673.1782758030     
  -423502.303544571       -94172.5857392224     
  -421082.973510762       -104615.384371330     
  -418410.037224885       -114995.310613902     
  -415485.192280023       -125306.145195553     
  -412310.293445407       -135541.717382263     
  -408887.351245615       -145695.909190665     
  -405218.530420188       -155762.659560587     
  -401306.148265008       -165735.968483400     
  -397152.672856874       -175609.901082829     
  -392760.721162817       -185378.591644918     
  -388133.057035787       -195036.247593933     
  -383272.589098422       -204577.153411076     
  -378182.368516717       -213995.674492943     
  -372865.586665443       -223286.260946768     
  -367325.572687295       -232443.451319552     
  -361565.790947757       -241461.876258303     
  -355589.838387781       -250336.262098663     
  -349401.441776394       -259061.434379314     
  -343004.454865416       -267632.321279648     
  -336402.855448516       -276043.956978240     
  -329600.742326854       -284291.484929820     
  -322602.332183612       -292370.161058450     
  -315411.956369726       -300275.356864774     
  -308034.057603155       -308002.562445239     
  -300473.186584050       -315547.389421309     
  -292733.998528188       -322905.573776742     
  -284821.249621040       -330072.978601113     
  -276739.793394857       -337045.596737814     
  -268494.577031149       -343819.553334840     
  -260090.637590920       -350391.108296749     
  -251533.098175033       -356756.658636224     
  -242827.164017057       -362912.740723753     
  -233978.118510921       -368856.032433945     
  -224991.319175731       -374583.355187117     
  -215872.193560032       -380091.675884741     
  -206626.235087834       -385378.108737456     
  -197258.998848679       -390439.916984312     
  -187776.097334014       -395274.514501968     
  -178183.196122144       -399879.467302573     
  -168486.009514004       -404252.494919049     
  -158690.296122011       -408391.471676510     
  -148801.854414245       -412294.427848541     
  -138826.518216217       -415959.550697030     
  -128770.152172499       -419385.185394239     
  -118638.647170527       -422569.835825772     
  -108437.915728887       -425512.165273039     
  -98173.8873524829       -428210.996973805     
  -87852.5038570003       -430665.314559349     
  -77479.7146651765       -432874.262366697     
  -67061.4720774540       -434837.145624373     
  -56603.7265196994       -436553.430510012     
  -46112.4217707835       -438022.744078150     
  -35593.4901729495       -439244.874056438     
  -25052.8478280482       -440219.768508458     
  -14496.3897828889       -440947.535361287     
  -3929.98520714746       -441428.441795874     
   6640.52743251777       -441662.913498274     
   17209.3451982550       -441651.533769731     
   27770.7055025716       -441395.042493587     
   38318.8909212313       -440894.334956968     
   48848.2339927771       -440150.460525208     
   59353.1219996426       -439164.621166991     
   69828.0017254698       -437938.169828231     
   80267.3841828993       -436472.608652764     
   90665.8493057115       -434769.587048047     
   101018.050598818       -432830.899594130     
   111318.719739192       -430658.483794373     
   121562.671120406       -428254.417666526     
   131744.806333053       -425620.917173038     
   141860.118572878       -422760.333489719     
   151903.696968047       -419675.150112188     
   161870.730816593       -416367.979799888     
   171756.513724645       -412841.561357859     
   181556.447635750       -409098.756256890     
   191266.046741176       -405142.545093173     
   200880.941260880       -400976.023889115     
   210396.881084499       -396602.400237562     
   219809.739261554       -392024.989292293     
   229115.515329947       -387247.209608334     
   238310.338471711       -382272.578836357     
   247390.470485034       -377104.709276131     
   256352.308561669       -371747.303294820     
   265192.387859017       -366204.148616660     
   273907.383856498       -360479.113491396     
   282494.114486198       -354576.141749638     
   290949.542028303       -348499.247754135     
   299270.774762469       -342252.511256733     
   307455.068366979       -335840.072171581     
   315499.827058423       -329266.125275868     
   323402.604465583       -322534.914850081     
   331161.104232259       -315650.729270414     
   338773.180344956       -308617.895566502     
   346236.837182593       -301440.773958212     
   353550.229286715       -294123.752385540     
   360711.660852100       -286671.241046083     
   367719.584939082       -279087.666954666     
   374572.602410392       -271377.468539899     
   381269.460596789       -263545.090292362     
   387809.051697256       -255594.977479039     
   394190.410920985       -247531.570938374     
   400412.714379758       -239359.301969960     
   406475.276740728       -231082.587332441     
   412377.548650812       -222705.824362607     
   418119.113945103       -214233.386228040     
   423699.686652741       -205669.617324871     
   429119.107814589       -197018.828831433     
   434377.342127859       -188285.294427624     
   439474.474433412       -179473.246188909     
   444410.706061972       -170586.870662838     
   449186.351055778       -161630.305134937     
   453801.832282354       -152607.634089794     
   458257.677457082       -143522.885872078     
   462554.515091130       -134380.029551202     
   466693.070380968       -125182.971992281     
   470674.161055336       -115935.555135050     
   474498.693194965       -106641.553481428     
   478167.657039739       -97304.6717914670     
   481682.122797284       -87928.5429865924     
   485043.236466143       -78516.7262581583     
   488252.215685910       -69072.7053786332     
   491310.345625773       -59599.8872119943     
   494218.974922019       -50101.6004192857     
   496979.511674157       -40581.0943547147     
   499593.419508359       -31041.5381471515     
   502062.213716058       -21486.0199614439     
   504387.457474614       -11917.5464335699     
   506570.758156135       -2339.04227331583     
   508613.763729713        7246.64997211267     
   510518.159261557        16836.7700003650     
   512285.663516767        26428.6396891075     
   513918.025665828        36019.6628912079     
   515417.022098250        45607.3250971728     
   516784.453345200        55189.1929721238     
   518022.141112450        64762.9137746180     
   519131.925424440        74326.2146646086     
   520115.661879853        83876.9019077985     
   520975.219018657        93412.8599835677     
   521712.475800241        102932.050603573     
   522329.319191922        112432.511647990     
   522827.641866822        121912.356026245     
   523209.340009859        131369.770468916     
   523476.311230345        140803.014257330     
   523630.452579523        150210.417897190     
   523673.658671142        159590.381742355     
   523607.819903062        168941.374574733     
   523434.820777707        178261.932145959     
   523156.538319090        187550.655686388     
   522774.840584008        196806.210386622     
   522291.585264941        206027.323856610     
   521708.618382093        215212.784567093     
   521027.773061969        224361.440277929     
   520250.868399808        233472.196457575     
   519379.708403191        242544.014697787     
   518416.081014065        251575.911127329     
   517361.757206453        260566.954828240     
   516218.490157065        269516.266257990     
   514988.014486060        278423.015680602     
   513672.045565192        287286.421609579     
   512272.278890575        296105.749265290     
   510790.389517373        304880.309049186     
   509228.031553664        313609.455037065     
   507586.837710854        322292.583493371     
   505868.418907962        330929.131408296     
   504074.363927216        339518.575059316     
   502206.239118395        348060.428598554     
   500265.588149428        356554.242667225     
   498253.931800818        364999.603038243     
   496172.767801493        373396.129287909     
   494023.570703786        381743.473497463     
   491807.791795266        390041.318985133     
   489526.859045253        398289.379069188     
   487182.177083881        406487.395862387     
   484775.127211661        414635.139098087     
   482307.067437572        422732.404988190     
   479779.332543756        430779.015112991     
   477193.234174994        438774.815342907     
   474550.060951188        446719.674791998     
   471851.078601165        454613.484803086     
   469097.530116167        462456.157964244     
   466290.635921495        470247.627156340     
   463431.594064809        477987.844631276     
   460521.580419681        485676.781120520     
   457561.748903057        493314.424973455     
   454553.231705352        500900.781325073     
   451497.139531952        508435.871292478     
   448394.561855000        515919.731199635     
   445246.567174346        523352.411829790     
   442054.203286669        530733.977704953     
   438818.497561766        538064.506391829     
   435540.457225123        545344.087833553     
   432221.069645890        552572.823706590     
   428861.302629469        559750.826802152     
   425462.104713942        566878.220431452     
   422024.405469637        573955.137854162     
   418549.115801179        580981.721729388     
   415037.128251391        587958.123588520     
   411489.317306480        594884.503329286     
   407906.539701968        601761.028730366     
   404289.634728880        608587.874985914     
   400639.424539708        615365.224259355     
   396956.714453753        622093.265255824     
   393242.293261427        628772.192812623     
   389496.933527168        635402.207507097     
   385721.391890638        641983.515281318     
   381916.409365883        648516.327083001     
   378082.711638206        655000.858522074     
   374221.009358471        661437.329542339     
   370331.998434630        667825.964107685     
   366416.360320262        674166.989902304     
   362474.762299926        680460.638044411     
   358507.857771187        686707.142812941     
   354516.286523135        692906.741386746     
   350500.675011302        699059.673595806     
   346461.636628825        705166.181683991     
   342399.771973787        711226.510082928     
   338315.669112637        717240.905196534     
   334209.903839608        723209.615195790     
   330083.039932090        729132.889823354     
   325935.629401898        735010.980207609     
   321768.212742394        740844.138685770     
   317581.319171446        746632.618635677     
   313375.466870189        752376.674315923     
   309151.163217587        758076.560713965     
   304908.905020786        763732.533401887     
   300649.178741264        769344.848399503     
   296372.460716781        774913.762044480     
   292079.217379160        780439.530869192     
   287769.905467892        785922.411484014     
   283444.972239620        791362.660466783     
   279104.855673512        796760.534258156     
   274749.984672561        802116.289062618     
   270380.779260857        807430.180754883     
   265997.650776866        812702.464791465     
   261601.002062748        817933.396127180     
   257191.227649792        823123.229136372     
   252768.713939979        828272.217538641     
   248333.839383753        833380.614328884     
   243886.974654034        838448.671711452     
   239428.482816538        843476.641038231     
   234958.719496457        848464.772750479     
   230478.033041548        853413.316324248     
   225986.764681701        858322.520219210     
   221485.248685036        863192.631830762     
   216973.812510585        868023.897445222     
   212452.776957630        872816.562198012     
   207922.456311749        877570.870034646     
   203383.158487623        882287.063674432     
   198835.185168680        886965.384576734     
   194278.831943623        891606.072909679     
   189714.388439905        896209.367521201     
   185142.138454217        900775.505912296     
   180562.360080036        905304.724212397     
   175975.325832300        909797.257156753     
   171381.302769273        914253.338065724     
   166780.552611641        918673.198825892     
   162173.331858916        923057.069872904     
   157559.891903197        927405.180175954     
   152940.479140328        931717.757223830     
   148315.335078545        935995.027012445     
   143684.696444628        940237.214033771     
   139048.795287635        944444.541266118     
   134407.859080268        948617.230165668     
