  0.3070D-04	  0.7080D-04	  0.3070D-04	  0.7080D-04
  0.4489D-04	  0.7688D-04	 -0.3288D-04	 -0.4621D-04
  0.5744D-04	  0.8611D-04	 -0.7300D-04	 -0.1993D-03
  0.7038D-04	  0.9933D-04	 -0.7696D-04	 -0.3743D-03
  0.8568D-04	  0.1169D-03	 -0.3561D-04	 -0.5544D-03
  0.1050D-03	  0.1389D-03	  0.5577D-04	 -0.7225D-03
