  0.4822D-04	  0.5127D-05	  0.4822D-04	  0.5127D-05
  0.4872D-04	  0.6210D-05	  0.4784D-04	  0.1399D-04
  0.4956D-04	  0.7235D-05	  0.4808D-04	  0.2293D-04
  0.5072D-04	  0.8178D-05	  0.4892D-04	  0.3196D-04
  0.5220D-04	  0.9018D-05	  0.5039D-04	  0.4110D-04
  0.5402D-04	  0.9730D-05	  0.5248D-04	  0.5038D-04
