  0.6137D-04	  0.1799D-04	  0.6137D-04	  0.1799D-04
  0.9827D-04	  0.4279D-04	  0.4973D-05	 -0.5859D-04
  0.1609D-03	  0.5784D-04	 -0.3833D-04	 -0.6944D-04
  0.2481D-03	  0.5839D-04	 -0.5043D-04	 -0.1499D-04
  0.3562D-03	  0.4111D-04	 -0.1628D-04	  0.9790D-04
  0.4792D-03	  0.4452D-05	  0.7460D-04	  0.2566D-03
