  0.7530D-04	  0.1865D-04	  0.7530D-04	  0.1865D-04
  0.7695D-04	  0.2126D-04	  0.7280D-04	  0.3547D-04
  0.7926D-04	  0.2366D-04	  0.7144D-04	  0.5261D-04
  0.8223D-04	  0.2583D-04	  0.7125D-04	  0.7014D-04
  0.8585D-04	  0.2769D-04	  0.7226D-04	  0.8810D-04
  0.9014D-04	  0.2922D-04	  0.7451D-04	  0.1066D-03
