  0.9725D-05	  0.8142D-04	  0.9725D-05	  0.8142D-04
  0.1493D-04	  0.8630D-04	  0.2458D-04	  0.8080D-04
  0.2088D-04	  0.9048D-04	  0.3945D-04	  0.7925D-04
  0.2756D-04	  0.9385D-04	  0.5428D-04	  0.7676D-04
  0.3493D-04	  0.9634D-04	  0.6901D-04	  0.7335D-04
  0.4298D-04	  0.9786D-04	  0.8359D-04	  0.6902D-04
