  0.6138D-04	  0.5904D-04	  0.6138D-04	  0.5904D-04
  0.9071D-04	  0.6477D-04	 -0.8245D-05	 -0.5403D-04
  0.1175D-03	  0.5548D-04	 -0.6209D-04	 -0.2292D-03
  0.1348D-03	  0.2952D-04	 -0.7990D-04	 -0.4505D-03
  0.1363D-03	 -0.1310D-04	 -0.4498D-04	 -0.6975D-03
  0.1177D-03	 -0.7065D-04	  0.5419D-04	 -0.9466D-03
