  0.000000000000000E+000 -6.685797660321783E-023
  0.000000000000000E+000 -5.348617114431522E-022
  0.000000000000000E+000 -1.805146455902530E-021
  0.000000000000000E+000 -4.278826447931301E-021
  0.000000000000000E+000 -8.356984406018238E-021
  0.000000000000000E+000 -1.444066102398808E-020
  0.000000000000000E+000 -2.293084446689944E-020
  0.000000000000000E+000 -3.422845986831843E-020
  0.000000000000000E+000 -4.873435882924342E-020
  0.000000000000000E+000 -6.684930891895555E-020
  0.000000000000000E+000 -8.897398317807037E-020
  0.000000000000000E+000 -1.155089496240653E-019
  0.000000000000000E+000 -1.468546607595579E-019
  0.000000000000000E+000 -1.834114430836098E-019
  0.000000000000000E+000 -2.255794866063304E-019
  0.000000000000000E+000 -2.737588343670567E-019
  0.000000000000000E+000 -3.283493719563813E-019
  0.000000000000000E+000 -3.897508170423045E-019
  0.000000000000000E+000 -4.583627089007865E-019
  0.000000000000000E+000 -5.345843979509688E-019
  0.000000000000000E+000 -6.188150352953451E-019
  0.000000000000000E+000 -7.114535622651511E-019
  0.000000000000000E+000 -8.128986999712489E-019
  0.000000000000000E+000 -9.235489388607803E-019
  0.000000000000000E+000 -1.043802528279860E-018
  0.000000000000000E+000 -1.174057466042587E-018
  0.000000000000000E+000 -1.314711488006639E-018
  0.000000000000000E+000 -1.466162057655732E-018
  0.000000000000000E+000 -1.628806355689212E-018
  0.000000000000000E+000 -1.803041269619061E-018
  0.000000000000000E+000 -1.989263383374561E-018
  0.000000000000000E+000 -2.187868966914940E-018
  0.000000000000000E+000 -2.399253965850217E-018
  0.000000000000000E+000 -2.623813991070547E-018
  0.000000000000000E+000 -2.861944308384348E-018
  0.000000000000000E+000 -3.114039828165446E-018
  0.000000000000000E+000 -3.380495095009544E-018
  0.000000000000000E+000 -3.661704277400265E-018
  0.000000000000000E+000 -3.958061157385044E-018
  0.000000000000000E+000 -4.269959120261151E-018
  0.000000000000000E+000 -4.597791144272096E-018
  0.000000000000000E+000 -4.941949790314701E-018
  0.000000000000000E+000 -5.302827191657101E-018
  0.000000000000000E+000 -5.680815043667947E-018
  0.000000000000000E+000 -6.076304593557077E-018
  0.000000000000000E+000 -6.489686630127926E-018
  0.000000000000000E+000 -6.921351473541942E-018
  0.000000000000000E+000 -7.371688965095278E-018
  0.000000000000000E+000 -7.841088457008026E-018
  0.000000000000000E+000 -8.329938802226253E-018
  0.000000000000000E+000 -8.838628344237146E-018
  0.000000000000000E+000 -9.367544906897434E-018
  0.000000000000000E+000 -9.917075784275521E-018
  0.000000000000000E+000 -1.048760773050737E-017
  0.000000000000000E+000 -1.107952694966665E-017
  0.000000000000000E+000 -1.169321908564922E-017
  0.000000000000000E+000 -1.232906921207228E-017
  0.000000000000000E+000 -1.298746182218850E-017
  0.000000000000000E+000 -1.366878081881536E-017
  0.000000000000000E+000 -1.437340950427985E-017
  0.000000000000000E+000 -1.510173057037905E-017
  0.000000000000000E+000 -1.585412608835656E-017
  0.000000000000000E+000 -1.663097749889531E-017
  0.000000000000000E+000 -1.743266560212676E-017
  0.000000000000000E+000 -1.825957054765702E-017
  0.000000000000000E+000 -1.911207182460983E-017
  0.000000000000000E+000 -1.999054825168701E-017
  0.000000000000000E+000 -2.089537796724641E-017
  0.000000000000000E+000 -2.182693841939758E-017
  0.000000000000000E+000 -2.278560635611575E-017
  0.000000000000000E+000 -2.377175781537383E-017
  0.000000000000000E+000 -2.478576811529331E-017
  0.000000000000000E+000 -2.582801184431387E-017
  0.000000000000000E+000 -2.689886285138207E-017
  0.000000000000000E+000 -2.799869423615952E-017
  0.000000000000000E+000 -2.912787833925053E-017
  0.000000000000000E+000 -3.028678673244980E-017
  0.000000000000000E+000 -3.147579020901015E-017
  0.000000000000000E+000 -3.269525877393063E-017
  0.000000000000000E+000 -3.394556163426536E-017
  0.000000000000000E+000 -3.522706718945315E-017
  0.000000000000000E+000 -3.654014302166842E-017
  0.000000000000000E+000 -3.788515588619339E-017
  0.000000000000000E+000 -3.926247170181200E-017
  0.000000000000000E+000 -4.067245554122576E-017
  0.000000000000000E+000 -4.211547162149166E-017
  0.000000000000000E+000 -4.359188329448260E-017
  0.000000000000000E+000 -4.510205303737043E-017
  0.000000000000000E+000 -4.664634244313191E-017
  0.000000000000000E+000 -4.822511221107782E-017
  0.000000000000000E+000 -4.983872213740550E-017
  0.000000000000000E+000 -5.148753110577494E-017
  0.000000000000000E+000 -5.317189707790907E-017
  0.000000000000000E+000 -5.489217708421774E-017
  0.000000000000000E+000 -5.664872721444654E-017
